fileName	label
89003530_C04.txt	פ ס ק - ד י ן על פי האמור בהצהרות באי-הכוח המלומדים של הצדדים, המהוות חלק בלתי נפרד מפסק-דין זה ואשר תוכנן מקבל בזה תוקף של פסק-דין, הננו מחליטים, בהסכמת המשיב, לקבל את הערעור, ולבטל את פסק-דינו של בית המשפט המחוזי בירושלים, נשוא הערעור
97007580_A04.txt	"ב בית המשפט העליון רע\"א 758/97 בפני: כבוד הנשיא א' ברק כבוד השופטת ט' שטרסברג-כהן כבוד השופט י' גולדברג המבקשת: \"דולב\" חברה לביטוח בע\"מ נגד המשיב : בן אור שלמה הודעה לבית המשפט ובקשה בשם המבקשת: עו\"ד יהודה גוטמן בשם המשיב: עו\"ד יפה אלוני פסק-דין הצדדים הגיעו להסדר, ובעקבותיו דין הערעור להידחות"
97033940_A07.txt	לגוף העניין דין הערעור להידחות, ומטעמיו של בית המשפט המחוזי
97033040_A05.txt	העתירה נדחית
97035750_A09.txt	"קורן סגל עו\"ד אורית קורן עו\"ד עמיחי סגל פ ס ק - ד י ן אנו נותנים תוקף של פסק דין להסכם הפשרה שבין הצדדים"
97053190_E08.txt	כן הוחלט, לצרף את אלכסיי קייסק כעותר נוסף בתיק 5706/97 - הכל, כמוסכם על הצדדים
97006860_J15.txt	שנתיים לאחר מכן, בשנת 1957, הוחלט לכלול עובדים עצמאיים במסגרת הביטוח הלאומי מפני פגיעה בעבודה לפי חוק הביטוח הלאומי
97016270_E03.txt	העתירה נדחית
97046030_A13.txt	סוף דבר: על אף כי אין הכרח, לשיטתי, כי אכריע בדבר במסגרת דיון נוסף זה, הנני סבור כי אין מקום לאימוץ הדוקטרינה של עבירת שרשרת או הדוקטרינה של עבירה רבת פריטים על ידי ההלכה הפסוקה
97050620_E15.txt	בסופה של הישיבה הוחלט להעביר את המשך הדיון לוועדת הכספים של הכנסת
97006810_I04.txt	"בבית המשפט העליון בשבתו כבית משפט גבוה לצדק בג\"צ 681/97 בפני: כבוד השופט י' זמיר כבוד השופט י' טירקל כבוד השופטת ד' ביניש העותר: פלוני נ ג ד המשיב: שרות הבטחון הכללי בקשה למתן צו על-תנאי תאריך הישיבה: א' באדר ב' תשנ\"ז (10.3.97) בשם העותר: בעצמו בשם המשיבים: עו\"ד שי ניצן פ ס ק - ד י ן הדיון התנהל, על פי החלטת בית המשפט, בדלתיים סגורות"
97073740_E05.txt	דין הערעור על הרשעת המערער להדחות, והואיל והערעור הוא על הכרעת הדין בלבד - אנו דוחים את הערעור
97052290_M03.txt	העתירה נדחית ועמה מתבטל הצו הארעי לעיכוב הביצוע שניתן ביום 1.9.97
97023670_F10.txt	"226/96 שניתן על ידי כבוד השופט ד\"ר ע' מודריק תאריך הישיבה: ד' בתמוז תשנ\"ז (9.7.97) בשם המערערת בע\"פ 2367/97: עו\"ד אורי כרמל (המשיבה בע\"פ 2721/97) בשם המשיב בע\"פ 2367/97: עו\"ד אשר חן (המערער בע\"פ 2721/97) פ ס ק - ד י ן השופט א' מצא: המשיב בע\"פ 2367/97 (המערער בע\"פ 2721/97 - להלן: \"המשיב\") הואשם בגרימת חבלה חמורה בנסיבות מחמירות למתלונן הראשון ובתקיפת המתלונן השני"
97044050_A38.txt	התוצאה היא כי דין העתירה להדחות
96090160_A08.txt	"אייכנשטיין בשם משיבים 1 ו2-: עו\"ד נחמן ברטוב בשם משיבה 4: עו\"ד לאה הדסי פסק-דין דין העתירה להידחות בשל השיהוי"
97027740_A06.txt	"בית המשפט העליון בשבתו כבית משפט גבוה לצדק בג\"ץ 97 / 2774 בפני: כבוד הנשיא א' ברק כבוד השופט א' מצא כבוד השופט מ' חשין העותר ת : פסטושנקו טיטיאנה נגד המשיב : משרד הפנים-מנהל האוכלוסין בקשה למתן צו על תנאי תאריך הישיבה: י\"ז בסיוון התשנ\"ז (22.6.97) בשם העותר ת: עו\"ד ישראל קליין בשם המשיב : עו\"ד דינה זילבר פסק-דין על פי בקשת העותרת העתירה נדחית"
97048570_G06.txt	אשר לעותר מס' 6: בהסכמת באי כוח בעלי הדין, אנו מחליטים לדחות את מועד השמיעה בשלושה חודשים
97031690_A09.txt	העתירה נדחית
97052710_B06.txt	"שר העבודה והרווחה בקשה למחיקת העתירה בשם העותרים : עו\"ד רענן כרמון פסק-דין העתירה נמחקת"
97043370_A08.txt	העתירה נדחית
97056990_G05.txt	אנו מחליטים לדחות את העתירה, אך לא נעשה צו להוצאות
93025340_F01.txt	מכל האמור עולה כי דין הערעור על ההרשעה להידחות
97052730_F05.txt	"מנהלי ומורי בתי הספר העל יסודיים באשדוד התנגדות למתן צו על תנאי תאריך הישיבה: ט\"ז באלול התשנ\"ז ( 18.09.97 ) בשם העותרים : עו\"ד ארז טיקולסקר בשם משיבים 2-1: עו\"ד דפנה כהן בשם משיב 3: עו\"ד אודית קורינלדי-סירקיס בשם משיב 4: עו\"ד דן אלון ועו\"ד יעקב אנוך פ ס ק - ד י ן השופט א' מצא: עתירה זו נועדה למנוע מן המשיבים להפסיק את לימודיהם של שישה-עשר העותרים הראשונים בבית הספר המקיף ח' באשדוד, במסגרת \"תכנית מופת\""
95003570_D03.txt	העולה מן המקובץ, כי דין הערעור להדחות
96047760_F02.txt	"ב בית המשפט העליון בשבתו כבית משפט לערעורים אזרחיים ע\"א 4776/96 בפני: כבוד השופט א' מצא כבוד השופט י' קדמי כבוד השופטת ד' דורנר המערער : מאיר זריהן נגד המשיב : מנהל מס ערך מוסף תל-אביב-יפו ערעור על פסק דין בית המשפט המחוזי בתל-אביב-יפו מיום 21.5.96 בע\"ש 866/93 שניתן על ידי כבוד השופט א' סטרשנוב תאריך הישיבה: כ\"ו בחשון התשנ\"ח ( 26.11.97 ) בשם המערער : עו\"ד ברוך לוי, עו\"ד אורי עיטם בשם המשיב: עו\"ד עמנואל לינדר פ ס ק - ד י ן המערער חזר בו מן הערעור"
97006880_B05.txt	הצו על תנאי מתבטל, והעתירה נדחית
97025340_D06.txt	הוחלט פה אחד לדחות את העתירות בעניינו של שר המשפטים
97036570_F03.txt	העתירה נדחית
97021510_A11.txt	העתירה נדחית
97023330_A04.txt	העתירה נדחית
97017150_A15.txt	התוצאה היא, איפוא, כי העתירה נדחית בכל הנוגע לראש הראשון והשני שלה
97021230_A04.txt	העתירה נדחית
97006050_A03.txt	העתירה נדחית
96092040_B04.txt	"בשם העותר : אין הופעה בשם המשיב : עו\"ד פוגלמן פסק-דין העתירה נמחקת בהסכמה"
97067080_B13.txt	מכאן שלכאורה היה דין העתירה להימחק
97052270.G27	לאחר שעיינו בכל הכתובים שלפנינו והוספנו ושמענו את טיעוניהם של באי-כוח בעלי-הדין, אנו מחליטים לעשות את הצו מוחלט
97010930_B07.txt	"477/95 שניתן על ידי כבוד השופטת מרים פורת תאריך הישיבה: ג בסיון תשנ\"ט (18.5.99) בשם המערערים : עו\"ד עמיר מבור בשם המשיבים : עו\"ד דורית ענבר פסק-דין הערעור נדחה"
97069000.D06	"בבש\"פ 5532/97 של בית משפט זה הוחלט כי הוכחה עילה למעצרו של העורר, \"דהיינו חשש הימלטות שלו מן הדין; ולא קיימת בנסיבות המקרה חלופה למעצר אשר תשיג את מטרתו בדרך של שחרור בערובה\""
97048560_H01.txt	העתירה נדחית
97034790_B07.txt	ענין ההוצאות הושאר לשיקול דעתנו, ואנו מחליטים שלא יהיה צו להוצאות
92053000_B01.txt	המשנה לנשיא השופטת ד' דורנר: חולקת אני על דעתו של חברי, המשנה-לנשיא לוין, הסובר כי דין הערעור להתקבל
96069850_B02.txt	פסק דין הערעור נמחק
97064100_A04.txt	דין הערעור להידחות
97024380_B06.txt	הוא יתייצב בתאריך זה עד השעה 10.00 בבוקר במזכירות בית המשפט המחוזי בחיפה
97034030_N04.txt	אשר על כן, העתירה נדחית
95029720_Q06.txt	אתחיל באחרונה שבהן, משום שלדעתי דין הערעור בנקודה זו להתקבל
95028570_A09.txt	העתירה נדחית
97009280_H02.txt	העתירה נדחית
96026440_F02.txt	"בקבלו את טענתו הראשונה של המשיב אמר השופט: \"בשום מקום לא הובא לידיעת בית המשפט כי ההסכמים בין הליכוד לצומת וגשר, אשר אושרו על-ידי המרכז, התייחסו לתקנון הליכוד או כי בעקבות אישור ההסכמים הוחלט לשנות הוראות מפורשות אשר בתקנון\""
97041870_B02.txt	העתירה נדחית
97012330_G07.txt	העתירה נדחית
97028130_A06.txt	מטעם זה דין העתירה להידחות
97004500_A10.txt	התוצאה היא כי העתירה נדחית
97011350_E02.txt	הוחלט לדון בבקשה כאילו ניתנה רשות ערעור וערעור הוגש על פי הרשות שניתנה
95068360_J01.txt	שם הוחלט על דעת ההרכב כולו, כי בנסיבות אותו מקרה יש לדחות את הערעור מאחר ומניעת העדות לא גרמה עוות דין באשר הודעתו של העד במשטרה הייתה סתמית ודי היה בשאר הראיות והעדויות כדי להרשיע את הנאשם
97026820_F06.txt	כיוון שלפי הנתונים נראה לוועדה, כי לכאורה המשיב הוא הנושא באחריות לתקרית, הוחלט להעבירו מ'מעשיהו'
97026860_E03.txt	בכך בא העותר על סיפוקו והעתירה נדחית
97001640_I07.txt	ה נ ש י א השופט מ' חשין : סמוך לאחר סיום ההליכים היסכמנו בינינו השלושה כי דין העתירה דחייה, וכך פסקנו בזמנו
96029110_A03.txt	"נשאת עבדאלפאתח אגבריה ערעור על פסק דין בית המשפט המחוזי בחיפה מיום 29.2.96 בתיק 31/93 שניתן ל ידי כבוד השופט עודד גרשון תאריך הישיבה: י\"ז באדר התשנ\"ח ( 15.03.98 ) בשם המערער : עו\"ד יוסף עבד אלרזאק בשם המשיבים : עו\"ד מוחמד מעארי פ ס ק - ד י ן הוסכם בין הצדדים, כי ניתן יהא להגיש תביעה חדשה לביטול פסק הדין בטענת תרמית"
92020190_R02.txt	התוצאה היא כי דין הערעור להתקבל
96050500_B05.txt	"בשם המערער : עו\"ד מנדל צבי בשם המשיבים : עו\"ד רענן יגאל פסק-דין נראה לנו שדין הערעור להידחות"
97010590_G07.txt	העתירה נדחית
97023530_E05.txt	אך ככל שמוטלת עליה חובה על פי החוק, ובענייננו הוטל על המשיבה על ידי בית המשפט המוסמך לבצע את ההריסה - ויודגש, הדבר הוחלט בשעתו על פי בקשתה - אין היא יכולה להישמע בטענה שקשה עליה הדבר
97057160_A02.txt	העתירה נדחית
97032030_I03.txt	העתירה נדחית
97008460_F07.txt	"מר זבולון המר שר החינוך עתירה למתן צו על תנאי וצו החלטי תאריך הישיבה: י\"ט באייר התשנ\"ז (26.5.97) בשם העותרים : שמאי ליבוביץ ודב גרוס (העותרים 1 ו2-) ובשם כל העותרים בשם המשיבים 3-1: עו\"ד י' קורין בשם המשיבים 6-4: עו\"ד דנה בריסקמן פ ס ק - ד י ן עיינו בעתירה"
96013060_F04.txt	"בית המשפט העליון בשבתו כבית משפט גבוה לצדק בג\"צ 1306/96 בפני: כבוד השופט א' מצא כבוד השופט י' קדמי כבוד השופטת ד' דורנר העותר ת : \"בני דוד\"-מכינה ישיבתית נגד המשיב : שר החינוך, התרבות והספורט התנגדות לצו על תנאי תאריך הישיבה: י\"ד באייר התשנ\"ז ( 21.05.97 ) בשם העותר ת: עו\"ד רנאטו יאראק בשם המשיב : עו\"ד יהודה שפר פ ס ק - ד י ן לנוכח האמור בהודעה המשלימה מטעם המשיב באה העותרת על סיפוקה ביחס לציפיות לעתיד"
96078330_I16.txt	לפיכך אנו מחליטים לעשות צו מוחלט נגד הרשות השניה, במובן זה שהרשות השניה תשקול מחדש את הבעיה של פרסומת אגב במופעי אולפן לכלי נגינה גדולים, ותגבש הסדר סביר לבעיה זאת, בין בדרך של כיסוי המותג של היצרן ובין בדרך אחרת
07011380_o10.txt	פ ס ק - ד י ן בעקבות המלצתו של בית המשפט חזרו בהם העותרים מעתירתם, ולפיכך אנו מחליטים למחוק אותה
96078980_G05.txt	אנו מחליטים למחוק את העתירה בכפוף לשמירת זכויות העותרת כאמור לעיל
97065370_G06.txt	אנו מחליטים לדחות את העתירה
97044370_E04.txt	העתירה נדחית
96051840_F05.txt	"נציבות שירות המדינה בקשה למתן צו על תנאי העותר: בעצמו בשם המשיבים: עו\"ד דינה זילבר פ ס ק - ד י ן עניינה של העתירה - וזו עתירתו השניה של העותר באותו העניין - בטרוניית העותר על כך שהצעה שהגיש למשרד הביטחון, לשיטת מיחשוב של מערכת הנכסים של מערכת הביטחון, נדחתה ולא יושמה"
96034700_J02.txt	דין הערעור להדחות
97009980_G06.txt	"שר העבודה והרווחה עתירה למתן צו על תנאי וצו החלטי תאריך הישיבה: ל' בכסלו תשנ\"ח (29.12.97) בשם העותר : עו\"ד אליעזר פישר בשם המשיבים : עו\"ד אסנת מנדל פסק-דין לבקשת העותרת ובהסכמת המשיבים אנו מחליטים למחוק את העתירה"
97031480_I16.txt	העתירה נדחית
96021900_G03.txt	"מדינת ישראל בקשה למתן צו על תנאי תאריך הישיבה: י\"ט באלול תשנ\"ז (21.9.97) בשם העותר : עו\"ד חמדני יובל , עו\"ד הראל בשם המשיבים : עו\"ד עירית אלטשולר פסק-דין השופט מ' חשין: מוסכם שהעותר יתייצב שוב לפני ועדה רפואית לבדיקה ולהחלטה מחדש בעניינו"
96028450_F05.txt	העתירה נדחית
97021420_E09.txt	"שקלנו את כלל הנסיבות, ואנו מחליטים כדלקמן: הערעור מתקבל, במובן זה שבמקום הסכום של 40,000 ש\"ח כשכר טרחת עורך דין, אשר נפסק על ידי בית המשפט המחוזי, יבוא הסכום של 25,000 ש\"ח ליום פסק הדין בבית המשפט המחוזי"
97018000_F02.txt	"יוסף ידיד בקשה למתן צו על תנאי תאריך הישיבה: ה' בניסן תשנ\"ח (1.4.98) העותר בבג\"ץ 1800/97 ובבג\"ץ 7520/97: בעצמו בשם המשיבים בבג\"ץ 1800 ובשם משיבה 1 בבג\"ץ 7520: עו\"ד שי ניצן בשם משיב 2 בבג\"ץ 7520/97: עו\"ד יהודה שניויס פ ס ק - ד י ן בעצת בית המשפט חזר בו העותר משתי העתירות"
97009540_G08.txt	אנו מחליטים לעשות מוחלטים את הצווים על-תנאי כלהלן: לעניין סדר היום לישיבות הוועד המרכזי, אנו מחליטים לעשות את הצו מוחלט כאמור בפיסקאות 42 ו43- לעיל, ולעניין רישום הפרוטוקולים של ישיבות הוועד המרכזי אנו מחליטים לעשות את הצו מוחלט כאמור בפיסקה 76 לעיל
96057390_H01.txt	"כך למשל, כשבועיים לאחר שהוחלט על ה\"תרגיל\", ביקר אחיה של המתלוננת בבית הוריו וכששאל את המתלוננת היכן המערער, המתלוננת השיבה לו ש\"החיים בזבל\" וברחה לחדרה"
97023520_J05.txt	במצב דברים זה דין הערעור בשאלת האחריות להידחות
97068760_G06.txt	לבקשת העותר ובהסכמת המשיבים אנו מחליטים למחוק את העתירה באין צו להוצאות
95073440_E02.txt	התוצאה היא, שדין הערעור להדחות - וכך אנו מחליטים
96056800_F01.txt	"32/94 שניתן על ידי כבוד השופט א' רובינשטיין תאריך הישיבה: ה' בכסלו התשנ\"ח ( 04.12.97 ) בשם המערער : עו\"ד יאיר גרין בשם המשיבה: עו\"ד תמר בורנשטיין פ ס ק - ד י ן לאחר שמיעת עיקרי טיעונו, ובעצת בית המשפט, ביקש המערער לחזור בו מן הערעור"
96050280_F01.txt	"בית המשפט העליון בשבתו כבית משפט לערעורים פליליים ע\"פ 5028/96 בפני: כבוד השופט א' מצא כבוד השופט י' זמיר כבוד השופטת ד' דורנר המערער ת : מדינת ישראל נגד המשיב : ניסים בן-דוד ערעור על פסק דין בית המשפט המחוזי בתל-אביב-יפו מיום 28.5.96 בת\"פ 42/95 שניתן על ידי כבוד השופט נ' עמית תאריך הישיבה: י' בתמוז התשנ\"ז ( 15.07.97 ) בשם המערער ת: עו\"ד א' פטר בשם המשיב: עו\"ד צ' אבנון פ ס ק - ד י ן בא-כוח המדינה חזר בו מן הערעור"
97013470_D14.txt	צוויאת מוסא נגאח נגד המשיב : שר הפנים הודעה משותפת על מחיקת עתירה ללא צו להוצאות פסק-דין העתירה נמחקת כמבוקש, ללא צו להוצאות
95064890_F04.txt	"בית המשפט העליון בשבתו כבית משפט גבוה לצדק בג\"ץ 6489/95 בפני: כבוד השופט א' מצא כבוד השופט י' קדמי כבוד השופטת ד' דורנר העותר : מוחמד עבדול רחים חמודה נ ג ד המשיב : משרד הפנים בקשה למחיקת העתירה תאריך הישיבה: יב' באייר תשנ\"ז (19.5.97) בשם העותר : עו\"ד יצחק תוסיה-כהן פ ס ק - ד י ן העותר ביקש למחוק העתירה, תוך שמירת זכותו להגיש עתירה חדשה בעוד כשנה"
97013150_B07.txt	העתירה נדחית
96048640_A08.txt	העתירה נדחית
97039690_J05.txt	לאחר ששמענו טענות באי כוח הצדדים אנו מחליטים לתת רשות ערעור ודנים בבקשה כבערעור על פי הרשות שניתנה
97051690_G02.txt	"עיריית חיפה תאריך הישיבה: ט' בסיוון התשנ\"ט (24.5.99) בשם העותרים : עו\"ד שמואל ברח\"ד בשם המשיב 1: עו\"ד דינה זילבר בשם המשיב 2: עו\"ד שרה ברזילי עתירה למתן צו על-תנאי פסק-דין לבקשת העותרים אנו מחליטים למחוק את העתירה"
07027790_n29.txt	אשר על כן, ובכפוף לכך שכל טענות הצדדים שמורות להן, דין העתירה להימחק
97036100_B10.txt	נראה לנו שאין מקום להתערב במימצאים אלה ולפיכך דין הערעור להידחות
97063410_G02.txt	אשר-על-כן, כך מוסיפה המדינה וטוענת, דין העתירה להימחק
97008230_G04.txt	אנו מחליטים לדחות את הערעור
97009880_I03.txt	מה פירוש שלא בהתאם להסכם זה? שבהסכם הוסדר שחרור אסירות שעברו עבירה קודם שנחתם ההסכם, ואילו 6 האסירות והעצירות שעכשיו הוחלט לשחררן נעצרו, ושתים מהן אף נדונו והורשעו, בגין עבירות בטחוניות שנעברו לאחר שנחתם ההסכם
96014040_B08.txt	לאור ההבהרה האמורה דין העתירה להידחות והיא נדחית
97023860_B05.txt	דין הערעור להתקבל
97013710_A05.txt	"העותר יישא בהוצאות המשיבה מס' 3 בסכום של 5,000 ש\"ח"
97026750_A03.txt	העתירה נדחית
97058540_F03.txt	"המוקד להגנת הפרט מיסודה של ד\"ר לוטה זלצברג נ ג ד המשיב: שר הפנים בקשה למחיקת העתירה בשם המבקשים: עו\"ד מוסטפא יחיא פ ס ק - ד י ן לבקשת העותר הננו מוחקים את העתירה"
97035640_F03.txt	העתירה נדחית
97013060_F04.txt	"חיים זוהר עתירה למתן צו על תנאי תאריך הישיבה: י\"ט באייר התשנ\"ז ( 26.05.97 ) בשם העותר ת: עו\"ד רחל בנזימן ועו\"ד דפנה הקר בשם משיב 1: עו\"ד שי ניצן בשם משיב 2: עו\"ד יוסף ריכטר ועו\"ד חנן לוי פ ס ק - ד י ן תלונתה של העותרת, שחקירתה על-ידי המשטרה הושלמה עוד בשנת 1987, נותרה מוטלת במשרדי פרקליטות המחוז במשך שנים אחדות עד למתן החלטתה בה בראשית שנת 1996"
97048550_H01.txt	העתירה נדחית
95072950_A01.txt	משהצגנו לבאת כוח המדינה את עמדתנו (בפיסקה 6 לעיל) באשר לעניין דרישת הרשלנות אחרי התיקון בחוק העונשין, סברה גם היא כי אם זו אכן עמדתנו, כי אז דין הערעור להתקבל
97054270_G09.txt	"בבית המשפט העליון בשבתו כבית משפט גבוה לצדק בג\"ץ 5427/97 בפני: כבוד השופט מ' חשין כבוד השופטת ד' דורנר כב' השופט י' גולדברג העותר : כחלות ציון נגד המשיב : שרות הבטחון הכללי עתירה למתן צו על תנאי תאריך הישיבה: י' באדר תשנ\"ח (8.3.98) בשם העותר : בעצמו בשם המשיב : עו\"ד יהודה שפר פסק-דין בשים-לב לאמור בהודעת פרקליטות המדינה שמיום 1.2.98 וביחוד בסעיף 7 בה, אנו מחליטים למחוק את העתירה"
97029550_G03.txt	לעת הזו לא נגלתה לעינינו עילה המזכה את העותרת להתערבותו של בית המשפט, ואנו מחליטים לדחות את העתירה על הסף בלא להידרש לטיעון על-פה
95078840_A02.txt	העתירה נדחית
95018010_A04.txt	העתירה נדחית
95075490_A04.txt	נחה דעתנו כי דין הערעור והערעור שכנגד להידחות
97007030_N02.txt	"בבית המשפט העליון בשבתו כבית משפט גבוה לצדק בג\"צ 703/97 בפני: כבוד השופט א' גולדברג כבוד השופטת ד' דורנר כבוד השופטת ד' ביניש העותר: אלבז מיכאל נ ג ד המשיבה: משטרת ישראל עתירה למתן צו על תנאי וצו ביניים פ ס ק - ד י ן העותר, בהיותו אסיר בכלא אשמורת, עתר לבית משפט זה כדי שנצווה על משטרת ישראל לחקור \"היכן נמצאת בתו האובדת\" מאז היוולדה"
96070340_B05.txt	שקלנו נתון זה שקול היטב, נתנו דעתנו גם לטענות האחרות של בעלי הדין, ואנו מחליטים להגדיל את החיובים הכספיים הכלולים בפסק הדין, למעט שכר טרחת עורכי הדין, ב30%-
97009700_G04.txt	העתירה נדחית
96031010_J03.txt	הוחלט כאמור בסעיף 8 לפסק הדין
97058620_E07.txt	העתירה נדחית
96021090_D06.txt	בשלב זה הוחלט לעצור את המערער
97018650_F04.txt	העתירה נדחית
97066460_G29.txt	בהסכמת באי-כוח בעלי-הדין - העותרות והמשיבים 1 עד 6 - אנו מחליטים לצרף כמשיבים 7 עד 132 לעתירה את המשיבים המנויים במספרים אלה בבקשה שהוגשה לבית המשפט ביום 17.4.2000 מטעם העותרות והמשיבים 1 עד 6
97014280_E06.txt	העתירה נדחית
97025190_G03.txt	"שר האוצר עתירה למתן צו על תנאי תאריך הישיבה: כ\"ט באייר תשנ\"ח (25.5.98) בשם העותר ת: עו\" ד עופר שפיר, עו\"ד דנה רייס בשם המשיבים : עו\"ד אורית קורן פסק-דין לבקשת העותרת אנו מחליטים למחוק את העתירה"
96065540_F06.txt	"בבית המשפט העליון בשבתו כבית משפט גבוה לצדק בג\"ץ 6554/96 בפני: כבוד השופט א' מצא כבוד השופט ד' דורנר כבוד השופט י' טירקל העותר ת : סיהם עודה נגד המשיב : שר הפנים בקשה לביטול עתירה בשם העותרת: עו\"ד אנדרה רוזנטל בשם המשיב: עו\"ד יוכי גנסין פ ס ק - ד י ן העתירה מתבטלת כמבוקש"
97039480_E06.txt	בהתחשב בכך אנו מחליטים ליתן רשות לערער בשתי הבקשות והן תידונה כאילו ניתנה רשות ערעור וערעור הוגש על פי הרשות שניתנה
96061950_B04.txt	העתירה נדחית
97027230_F03.txt	העתירה נדחית
97009270_G03.txt	המוקד להגנת הפרט נגד המשיב : שר הפנים עתירה למתן צו על תנאי פסק-דין לבקשת העותרים ובהסכמת המשיב אנו מחליטים לבטל את העתירה באין צו להוצאות
